9.144274,0
9.144274,1
10.83888,0
10.83888,1
12.46051,0
12.46051,1
14.12985,0
14.14055,1
15.94072,1
16.7788,0
17.41087,0
17.66199,1
18.45336,1
18.98693,0
19.31232,1
20.05199,0
20.75978,1
21.00718,2
21.92101,0
22.47536,1
22.751,2
23.54298,1
24.00322,0
24.51817,1
25.27601,0
25.27601,1
26.20717,2
26.88311,2
27.72934,0
27.75015,1
28.70902,1
29.50745,0
30.30947,2
31.27373,0
31.28411,1
31.99946,2
32.9126,0
32.9229,1
33.77205,0
34.49198,1
35.46289,2
36.39302,0
36.40315,1
37.20395,2
38.00317,2
38.80777,1
38.82224,0
39.4355,2
39.84794,1
39.99487,0
40.66335,2
41.23761,1
41.52034,0
42.21898,0
42.41251,1
42.9395,2
43.27631,1
43.55429,0
44.06758,2
44.45387,1
44.77666,0
45.10306,2
45.78005,1
46.34697,0
46.71629,2
47.40818,1
48.10446,0
48.46001,1
49.2113,2
50.09306,0
50.09306,1
50.86043,2
51.78494,0
51.7953,1
52.62252,2
53.5193,1
53.53678,0
54.24723,1
54.26697,0
54.85383,2
55.14791,1
55.77829,0
56.05379,2
56.77966,1
57.06601,0
57.7521,2
58.43061,1
58.76422,0
59.42047,2
59.90299,1
60.25897,0
61.11513,0
61.11513,1
61.75683,1
61.77652,0
62.06268,0
62.06268,1
62.98892,1
63.0033,0
63.76641,1
63.78601,0
64.53662,2
65.25311,1
65.26749,0
65.58284,0
65.58284,1
66.24362,2
66.94128,1
66.95595,0
67.28368,0
67.28368,1
68.00115,2
68.69599,0
68.70626,1
68.98219,1
68.99702,0
69.74778,1
70.35204,0
70.67789,2
71.45467,1
72.00005,0
72.31942,2
73.0845,0
73.64658,1
74.08593,2
74.76345,1
75.31568,0
75.87166,2
75.8924,1
75.92825,0
77.54948,0
77.54948,1
78.29968,2
79.14855,0
79.15899,1
79.99672,2
80.95609,0
80.95609,1
81.72376,2
82.49128,2
83.50138,2
84.39675,2
85.18825,2
86.05449,2
86.84737,2
87.70973,2
88.52809,2
89.45512,2
91.31631,0
91.31631,1
92.07663,1
92.09659,0
92.93223,2
93.74003,2
94.63991,1
94.65472,0
95.44749,0
95.45788,1
96.3807,2
97.17398,2
98.04667,1
98.06154,0
98.88429,1
98.89865,0
99.71075,2
100.5482,2
101.5031,1
101.5177,0
102.3156,1
102.3305,0
103.2465,2
104.0673,2
104.9986,1
105.7476,0
106.5361,2
107.3236,1
108.3957,0
109.2001,2
110.088,1
110.103,0
110.9489,1
111.8671,0
112.6076,1
112.622,0
113.4352,0
114.1799,1
114.981,2
115.9844,0
116.8603,1
117.6675,2
118.6369,0
118.6369,1
119.3587,2
120.3499,1
121.1621,0
122.0302,0
122.0302,1
122.8077,2
123.7192,0
123.7192,1
124.574,2
125.4858,1
126.245,0
126.8195,2
127.2558,0
127.2714,1
127.6513,2
128.0235,0
128.0337,1
128.4213,2
128.8946,0
128.8946,1
129.2854,2
129.6949,1
130.1115,0
130.7338,2
131.0685,0
131.0951,1
131.9925,0
132.0235,1
136.9185,2
137.5952,2
138.4054,2
