6.371303,0
6.371303,1
7.794224,1
7.808524,0
9.209438,0
9.209438,1
10.61106,0
10.61106,1
11.99985,0
12.00971,1
13.45285,0
13.46299,1
14.88209,0
14.88209,1
16.25107,0
16.25107,1
17.64965,0
17.66476,1
19.06922,1
19.08337,0
20.45607,0
20.46641,1
21.90368,0
21.91411,1
23.30132,1
23.31525,0
24.04417,0
24.04417,1
24.76384,0
24.76384,1
25.47383,1
25.48791,0
26.17112,0
26.17112,1
26.91719,1
26.93137,0
27.61828,0
27.61828,1
28.2975,1
28.31201,0
28.9761,0
28.9965,1
29.66909,0
29.68391,1
30.40092,0
30.41089,1
31.08889,0
31.08889,1
31.81282,2
32.55258,2
33.2729,2
33.96105,2
34.63003,0
34.64552,1
35.37368,0
35.38404,1
36.0169,2
36.72911,2
37.46596,0
37.46596,1
38.11699,0
38.13207,1
38.86031,2
39.53081,2
40.25049,1
41.01383,0
41.73339,1
42.44761,0
43.10029,1
43.76563,0
44.47462,2
45.21995,2
45.8771,1
46.58372,0
47.27555,1
47.90919,0
48.71478,1
49.07069,0
49.42782,1
49.76994,0
50.72586,0
50.73583,1
51.59626,1
52.25542,0
52.93648,1
53.55082,0
54.41684,2
55.10077,1
55.78477,0
56.40303,1
57.20065,1
57.90326,0
58.58141,1
58.97296,0
59.32442,1
60.01453,0
60.6818,1
61.41558,0
61.80338,1
62.1546,1
62.91682,2
63.56352,2
64.25705,0
64.26691,1
64.87731,0
64.89231,1
65.65581,0
65.66573,1
66.36309,0
66.36309,1
67.07301,2
68.53205,1
69.22207,0
69.99702,1
70.57542,0
71.30824,0
71.30824,1
76.89163,1
76.90583,0
79.77197,1
79.79237,0
80.46556,0
80.46556,1
81.19485,1
81.83795,0
82.62041,2
82.98051,1
83.3298,0
83.66922,1
84.01551,0
84.30596,2
84.70937,1
85.06545,0
86.10931,1
86.87224,0
87.51277,2
88.39342,1
88.97496,0
89.66779,2
90.04108,1
90.33431,0
91.07426,0
91.07426,1
91.76543,0
91.77599,1
92.14681,2
92.46975,0
92.47997,1
93.86987,0
93.88991,1
94.5471,2
95.26618,0
95.26618,1
95.62539,2
96.7215,0
96.7215,1
97.4184,2
98.14161,0
98.14161,1
98.78124,1
98.79554,0
100.2334,0
100.6065,1
100.9596,0
102.3326,0
102.3326,1
102.8328,2
103.7893,1
104.1176,0
104.4762,2
105.2209,1
105.5509,0
105.8848,2
106.5062,0
106.5062,1
106.8754,1
106.8896,0
107.2442,2
108.0074,0
108.0177,1
108.3616,0
108.3616,1
108.6887,2
109.4442,0
109.4442,1
109.7644,1
109.7784,0
110.129,2
110.8536,1
111.1835,0
111.5167,2
112.1329,0
112.1481,1
112.5357,0
112.5461,1
112.8999,2
113.6518,1
113.998,0
114.3542,1
114.6962,0
115.0365,2
115.5014,2
115.7575,0
115.8086,1
116.5155,2
116.8363,1
117.1905,0
117.5752,0
117.8758,1
118.2155,0
118.5569,2
119.3463,1
119.6653,0
120.0193,1
120.3809,1
120.7316,1
121.0448,1
121.3613,2
122.7984,0
123.5357,0
123.8847,0
124.2454,0
124.5867,2
125.322,1
125.6613,0
126.3368,0
126.3368,1
126.7413,1
126.7554,0
127.0771,1
127.0915,0
127.7367,1
127.7508,0
128.4665,0
128.4665,1
129.16,0
129.5157,1
129.8599,2
130.5944,1
130.9333,0
131.2811,1
131.6149,0
131.9957,2
132.3723,2
132.7171,0
132.7313,1
133.4504,2
133.7843,0
133.7944,1
134.4576,1
134.4716,0
134.8266,0
134.8266,1
136.2188,0
136.2188,1
136.6013,0
136.6013,1
136.9451,1
136.9592,0
137.6497,2
137.9884,2
138.3468,2
139.0095,0
139.0345,1
139.3716,1
139.3908,0
139.7346,0
139.7446,1
140.3247,2
140.7161,1
140.8549,0
141.1689,2
141.9267,0
141.9465,1
142.2593,1
142.2737,0
142.5941,1
142.6083,0
143.3246,2
143.6739,1
143.9825,0
144.682,1
145.0399,0
145.4202,0
145.4202,1
146.0105,2
146.5071,1
146.8553,0
147.5503,0
148.9543,1
150.3911,0
151.7691,1
153.1613,1
153.1752,0
154.6054,0
154.6151,1
155.9879,2
157.4503,0
157.4503,1
158.835,0
158.835,1
160.245,0
160.255,1
161.6617,0
161.6714,1
163.0432,1
163.0574,0
164.4668,0
164.4668,1
165.8281,2
167.2859,0
167.2957,1
168.7209,0
168.7209,1
170.1085,2
171.5157,0
171.5157,1
172.98,2
174.406,0
174.4209,1
175.7934,1
177.2158,0
178.6027,1
179.3492,0
180.0576,1
180.7739,0
181.4747,2
182.7857,0
182.7857,1
183.5285,0
183.5388,1
184.244,1
184.9539,0
185.6647,2
186.378,1
187.0882,0
187.7863,2
188.4839,1
189.1656,0
189.9003,2
190.586,1
191.2946,0
192.6586,2
193.4553,0
193.4653,1
194.1371,0
194.1371,1
194.8288,0
194.8288,1
195.5456,2
196.2533,0
196.9512,0
197.6445,1
198.3568,2
199.0461,0
199.0609,1
199.788,2
200.3983,0
200.4132,1
201.1733,2
201.863,0
201.8728,1
202.5743,0
202.594,1
203.3026,0
203.3171,1
204.0218,0
204.0315,1
204.685,0
204.6949,1
205.341,0
205.3556,1
205.9951,2
206.8582,1
207.5271,0
208.2472,0
208.5785,2
208.9296,0
208.9449,1
209.6671,2
210.3684,0
210.3782,1
211.0952,0
211.4577,1
212.4496,2
213.143,0
213.1628,1
213.8991,2
214.3027,0
214.3172,1
214.6492,0
214.6492,1
215.0006,0
215.011,1
215.3704,0
215.3704,1
232.2024,0
232.2024,1
232.5561,1
232.5704,0
232.9298,0
232.9298,1
233.2662,2
233.6691,1
233.9974,0
234.3253,2
235.0606,1
235.399,0
235.7606,2
236.357,0
236.3769,1
236.7532,1
236.7674,0
237.1559,2
237.8854,1
238.2396,0
238.5802,2
239.2969,1
239.6308,0
239.9687,2
240.6861,0
241.0487,1
241.4109,2
242.0359,0
242.0359,1
242.4297,0
242.4398,1
242.8186,2
243.5562,1
243.8971,0
244.2339,2
244.9867,1
245.3032,0
245.6679,2
246.325,0
246.698,1
247.0493,2
247.6557,0
247.6656,1
248.0697,0
248.0796,1
248.4438,2
249.2091,1
249.5692,0
249.9078,2
250.6034,1
250.911,0
251.2812,2
252.0144,0
252.3792,1
252.6971,2
253.3392,0
253.3392,1
253.7188,0
253.7325,1
254.0924,2
254.861,1
255.5774,0
256.3087,1
256.9444,0
257.6415,1
257.9914,0
258.3253,2
259.0843,1
259.3937,0
259.7569,2
260.4414,0
260.778,1
261.1731,2
261.7613,0
261.7711,1
262.1491,0
262.1589,1
262.5458,2
263.2815,1
263.6468,0
264.0108,2
264.7003,1
265.0329,0
265.3951,2
266.0811,0
266.4602,1
266.8279,2
267.4214,0
267.4364,1
267.8172,0
267.8314,1
268.2017,2
268.9534,1
269.3033,0
269.6367,2
270.3519,0
270.7065,1
271.0516,2
271.7554,1
272.121,0
272.4735,2
273.0623,0
273.0773,1
273.4582,0
273.4582,1
273.8609,2
274.5727,0
274.9406,1
275.2893,2
276.0418,1
276.3587,0
276.7047,2
277.3412,0
277.3577,1
277.7305,0
277.7305,1
278.1236,2
278.7485,1
279.1457,0
279.4989,2
280.2745,1
280.6072,0
280.9385,2
281.6454,0
282.0111,1
282.3559,2
283.0852,0
283.4434,1
283.7532,2
284.4061,0
284.7777,1
285.1486,2
285.859,1
285.8729,0
286.2254,0
286.2254,1
286.5954,2
287.3059,0
287.3059,1
287.6455,0
287.6555,1
288.0051,2
288.707,0
288.707,1
289.0487,0
289.0587,1
289.4347,2
290.0778,0
290.0878,1
290.4209,0
290.4552,1
290.8099,2
291.5234,0
291.5234,1
291.8852,0
291.9048,1
292.2444,2
292.933,1
292.947,0
293.273,0
293.2926,1
293.6434,2
294.3503,0
294.3698,1
294.6977,0
294.6977,1
295.0765,2
295.6904,0
295.6904,1
296.0646,0
296.0844,1
296.4263,2
297.1861,0
297.1861,1
297.5038,0
297.5289,1
297.881,2
298.5638,0
298.5638,1
298.9116,0
298.9365,1
299.2977,2
299.982,0
299.9968,1
300.3523,0
300.3623,1
300.7315,2
301.3521,0
301.3621,1
301.7107,0
301.7207,1
302.0817,2
302.8667,1
302.8811,0
303.2069,0
303.2417,1
303.5383,2
304.2809,0
304.3008,1
304.6448,0
304.6546,1
304.9558,2
305.7004,0
305.7004,1
306.0401,0
306.0598,1
306.3577,2
307.0999,0
307.0999,1
307.4383,0
307.4586,1
307.7966,2
308.5612,0
308.5612,1
308.8842,1
308.8986,0
309.2255,2
309.9348,0
309.9487,1
310.2797,0
310.29,1
310.6259,0
310.6259,1
310.9874,0
310.9874,1
311.3092,0
311.329,1
311.6901,0
311.6901,1
312.0436,0
312.0436,1
312.4048,0
312.4146,1
312.7374,0
312.7374,1
313.0823,0
313.0823,1
313.428,0
313.428,1
313.7934,0
313.8092,1
314.1707,2
