3.783054,0,0
3.797093,1,0
4.137862,1,0
4.152719,0,0
4.570633,1,0
4.586484,0,0
4.991722,0,0
4.991722,1,0
5.411297,1,0
5.426527,0,0
5.818946,1,0
5.83807,0,0
6.240774,0,0
6.240774,1,0
7.124425,2,0
7.495333,0,0
7.523039,1,0
7.914975,0,0
7.914975,1,0
8.307905,0,0
8.325421,1,0
8.778276,2,0
9.191161,0,0
9.191161,1,0
9.611793,1,0
9.627093,0,0
9.977028,0,0
9.98777,1,0
10.39318,2,0
10.75893,0,0
10.75893,1,0
11.13665,1,0
11.15245,0,0
11.53811,0,0
11.53811,1,0
11.96697,2,0
12.34147,0,0
12.35282,1,0
12.74539,0,0
12.75707,1,0
13.52321,2,1
14.376,0,0
14.376,1,0
14.75866,0,0
14.77014,1,0
15.61502,0,0
15.62692,1,0
15.98998,2,2
16.47402,0,0
16.47402,1,0
16.86406,2,1
17.31956,0,0
17.33662,1,0
17.77929,0,0
17.77929,1,0
18.59184,2,2
18.99896,0,0
19.00992,1,0
19.41536,0,0
19.41536,1,0
19.85287,2,0
20.29901,0,0
20.29901,1,0
20.66404,0,0
20.67497,1,0
21.0557,0,0
21.0557,1,0
21.43887,0,0
21.45026,1,0
21.91391,2,0
22.29141,2,0
22.70702,2,0
23.08852,2,0
23.55179,0,0
23.57033,1,0
23.888,2,0
24.32008,0,0
24.32008,1,0
24.68286,2,0
25.09892,0,0
25.09892,1,0
25.48431,2,0
25.87721,0,0
25.88875,1,0
26.73167,0,0
26.73167,1,0
27.13699,1,0
27.15179,0,0
27.54936,0,0
27.54936,1,0
27.93578,2,0
28.39235,0,0
28.40376,1,0
28.80758,0,0
28.80758,1,0
29.24067,0,0
29.24067,1,0
29.68268,2,0
30.08408,0,0
30.09489,1,0
30.50639,0,0
30.50639,1,0
30.8836,1,0
30.89933,0,0
31.28045,2,0
31.69782,0,0
31.69782,1,0
32.05925,0,0
32.08155,1,0
32.49818,2,0
33.2911,2,0
33.76799,2,0
34.18719,2,0
34.55174,2,0
34.98611,0,0
35.00399,1,0
35.37914,1,0
35.39431,0,0
35.80698,0,0
35.80698,1,0
36.6413,1,0
36.65655,0,0
37.0496,2,0
37.43869,0,0
37.88343,1,0
38.29213,0,0
38.67958,1,0
39.07868,0,0
39.45047,1,0
39.8423,2,0
40.29243,2,0
40.73418,2,0
41.09952,1,0
41.12298,0,0
41.52945,2,0
41.8913,2,0
42.29333,0,0
42.30474,1,0
43.20293,2,1
43.60801,0,0
43.60801,1,0
44.02745,0,0
44.03852,1,0
44.42433,0,0
44.43539,1,0
44.88247,2,2
45.26574,0,0
45.27686,1,0
45.64793,0,0
45.666,1,0
46.55399,2,1
47.73648,2,2
48.17956,2,1
49.37027,2,2
49.76183,2,0
51.37217,2,0
51.78041,2,0
52.17106,2,0
52.98854,1,0
53.01355,0,0
