3.266099,0,0
3.266099,1,0
5.680833,1,0
5.693777,0,0
8.236834,0,0
8.246088,1,0
10.80436,0,0
10.8139,1,0
12.40082,1,0
12.65943,1,0
12.97115,1,0
13.33128,0,0
13.98796,0,0
14.24926,0,0
14.58637,1,0
14.85881,0,0
15.21017,1,0
15.23539,0,0
15.47548,0,0
15.4973,1,0
15.8273,2,0
16.20659,0,0
16.24064,1,0
16.51719,0,0
16.5265,1,0
16.80783,1,0
16.82066,0,0
17.14558,0,0
17.14558,1,0
18.36144,2,0
19.05751,0,0
19.05751,1,0
19.69178,1,0
20.25168,0,0
20.88995,2,0
21.58501,1,0
22.13456,0,0
23.41906,2,0
24.06611,1,0
24.65248,0,0
25.29758,0,0
25.3106,1,0
25.91583,0,0
25.92551,1,0
26.57866,2,0
27.20023,0,0
27.20023,1,0
27.81139,0,0
28.45944,2,0
29.10156,0,0
29.72854,2,0
30.32598,0,0
30.92959,0,0
30.92959,1,0
31.63059,0,0
31.63969,1,0
32.28964,1,0
32.3377,0,0
32.64339,2,0
32.95036,0,0
32.97585,1,0
33.24037,2,0
33.55629,0,0
33.6031,1,0
34.16384,0,0
34.17739,1,0
34.78478,2,0
35.44808,0,0
35.44808,1,0
36.07165,2,0
36.69592,2,0
37.28526,0,0
37.29873,1,0
37.94416,0,0
37.94416,1,0
38.56813,1,0
39.17249,0,0
39.83436,1,0
40.10073,0,0
40.42743,1,0
40.74158,0,0
41.10382,1,0
41.38891,0,0
41.66401,1,0
41.97388,0,0
42.3055,1,0
42.61568,2,0
43.00957,1,0
43.33108,0,0
43.64299,1,0
43.98149,0,0
44.29689,2,0
44.64203,1,0
44.91087,0,0
45.20108,2,0
45.56112,1,0
45.84495,0,0
46.11563,2,0
46.48309,1,0
46.73937,0,0
47.00333,2,0
47.39422,1,0
47.70963,0,0
48.03343,1,0
48.36032,2,0
48.66724,0,0
48.99521,1,0
49.26727,0,0
49.56296,2,0
49.95385,1,0
50.23574,0,0
50.53139,2,0
50.92179,1,0
51.21321,0,0
51.52966,0,0
51.52966,1,0
51.8273,1,0
51.83963,0,0
52.14078,0,0
52.1548,1,0
52.47104,0,0
52.48932,1,0
53.69991,0,0
53.71317,1,0
54.27415,1,0
54.65942,0,0
55.02737,2,0
55.68883,1,0
55.94151,0,0
56.25711,2,0
56.87949,1,0
57.17184,0,0
57.47436,2,0
58.09905,1,0
58.41999,0,0
58.79235,2,0
59.44081,1,0
59.71521,0,0
60.01794,2,0
60.32081,1,0
60.46262,0,0
60.69157,2,0
60.98917,0,0
61.31277,1,0
61.93841,2,0
62.24577,0,0
62.55385,1,0
62.84207,2,0
63.19543,0,0
63.49706,1,0
63.83903,0,0
63.86459,1,0
65.08956,1,0
65.1021,0,0
66.30738,2,0
66.66427,1,0
66.97914,0,0
67.27435,2,0
67.59867,0,0
67.63417,1,0
68.19355,2,0
68.53156,0,0
68.89758,1,0
69.22009,0,0
69.52274,1,0
69.80541,0,0
70.12314,0,0
70.13638,1,0
70.45995,0,0
70.45995,1,0
70.75542,0,0
70.77672,1,0
71.05495,0,0
71.06409,1,0
71.36103,2,0
75.77999,0,0
75.79359,1,0
78.38714,2,0
83.09706,1,0
83.42104,0,0
84.12065,2,0
86.01889,0,0
86.05939,1,0
86.32471,0,0
86.62653,2,0
88.42698,1,0
88.74809,0,0
89.0663,2,0
94.12192,1,0
94.76561,0,0
95.05046,2,0
95.43529,0,0
96.07549,1,0
96.32927,2,0
96.69202,0,0
97.30587,1,0
97.56138,2,0
97.96001,1,0
98.56411,0,0
98.85554,2,0
99.18694,1,0
99.50797,0,0
99.87356,1,0
100.1502,0,0
100.4402,2,0
100.7762,1,0
101.0546,0,0
101.4116,1,0
101.698,2,0
102.0369,0,0
102.0906,1,0
102.4,0,0
102.4,1,0
102.6828,2,0
102.9756,1,0
103.2535,0,0
103.5756,2,0
103.926,0,0
103.9597,1,0
104.264,0,0
104.2815,1,0
104.8897,1,0
105.5322,0,0
105.8235,2,0
106.1519,1,0
106.4288,0,0
106.7845,2,0
107.0797,1,0
107.2511,0,0
107.6874,2,0
108.0238,1,0
108.339,0,0
108.6317,2,0
108.9686,1,0
109.287,0,0
109.6007,2,0
109.9608,1,0
110.2389,0,0
110.5477,0,0
110.5569,1,0
110.8912,1,0
110.904,0,0
111.1802,0,0
111.2103,1,0
111.4761,0,0
111.4852,1,0
111.8155,2,0
112.4418,2,0
113.0976,2,0
114.3624,2,0
114.985,1,0
115.3149,0,0
115.6816,1,0
116.2297,0,0
116.5788,1,0
116.8642,2,0
117.4994,1,0
117.844,0,0
118.1607,1,0
119.3616,2,0
119.9907,0,0
120.0082,1,0
120.6807,2,0
121.2742,1,0
121.2909,0,0
121.9626,2,0
122.2488,2,0
122.5616,2,0
122.8427,2,0
123.1663,0,0
123.1755,1,0
124.4476,1,0
124.4614,0,0
125.0347,2,0
125.7304,1,0
126.2835,0,0
126.9712,2,0
127.6514,1,0
128.2543,0,0
128.826,2,0
129.4808,1,0
129.4936,0,0
130.1145,2,0
130.7914,0,0
130.7914,1,0
131.355,2,0
132.0554,1,0
132.0677,0,0
132.6689,0,0
132.6822,1,0
133.2959,0,0
133.2959,1,0
134.5458,1,0
134.9417,0,0
135.2349,2,0
135.5456,1,0
135.8619,0,0
136.1605,2,0
136.4831,1,0
136.7332,0,0
137.0549,0,0
137.064,1,0
137.4047,0,0
137.4141,1,0
137.7283,2,0
138.0682,0,0
138.0906,1,0
138.376,0,0
138.376,1,0
138.6874,2,0
139.0009,1,0
139.2834,0,0
139.6235,2,0
139.6326,1,0
139.9738,0,0
140.3173,0,0
140.5493,0,0
140.8901,1,0
141.1959,0,0
141.5047,1,0
141.5172,0,0
141.8158,0,0
141.8158,1,0
142.1309,2,0
142.4276,0,0
142.4572,1,0
142.7789,0,0
142.7885,1,0
143.0828,2,0
143.3882,0,0
143.4098,1,0
143.7229,0,0
143.7321,1,0
144.0267,2,0
144.3583,0,0
144.3674,1,0
144.6521,0,0
144.6817,1,0
145.0429,2,0
145.3331,0,0
